Funded ID,Product,Initial Funding Date,Total Original Balance,Total Original RTR,Past Due Amount,Total Principal Net Charge Off,Owner FICO,Commission Cost %
8127,NTW,4/12/2024,"100,000","126,000",0,0,740,0.07
8126,SuperB,4/12/2024,"1,000,000","1,260,000","-85,000",0,728.5,0.04
8125,RBF,4/12/2024,"150,000","198,000",0,"125,929",650,0.09
8124,RBF,4/12/2024,"300,000","375,000",0,0,789.5,0.04
8123,RBF,4/12/2024,"1,400,000","1,834,000",0,0,763,0.04
8122,SuperB,4/11/2024,"1,000,000","1,290,000",0,0,745,0.06
8121,RBF,4/11/2024,"250,000","330,000",0,0,674,0.06
8120,RBF,4/11/2024,"200,000","250,000",0,0,760,0.05
8119,RBF,4/11/2024,"350,000","430,500",0,0,774,0.03
8118,RBF,4/11/2024,"100,000","125,000",0,0,738,0.05
8117,RBF,4/10/2024,"102,041","127,551",0,0,772,0.03
8116,RBF,4/10/2024,"1,250,000","1,650,000","-547,143",0,607,0.04
8115,RBF,4/10/2024,"175,000","220,500",0,0,743,0.06
8114,NTW,4/10/2024,"85,000","111,350",0,"82,349",695,0.1
8113,NTW,4/10/2024,"80,000","108,000","-20,572",0,748,0.1
8112,RBF,4/9/2024,"8,000","11,600",0,0,545,0.1
8111,NTW,4/9/2024,"50,000","67,500","-1,461",0,684,0.1
8110,RBF,4/9/2024,"500,000","660,000",0,0,627,0.08
8109,RBF,4/9/2024,"535,276","701,212",0,0,830,0.05
8108,RBF,4/9/2024,"850,000","1,105,000",0,0,703,0.03
8107,RBF,4/8/2024,"150,000","201,000",0,0,709,0.07
8106,RBF,4/8/2024,"200,000","258,000",0,0,721,0.07
8105,SuperB,4/8/2024,"1,150,000","1,357,000",0,0,760,0.01
8104,RBF,4/8/2024,"500,000","620,000","-54,127",0,789,0.04
8103,SuperB,4/8/2024,"635,000","762,000",0,0,763,0.01
8102,SuperB,4/8/2024,"500,000","570,000",0,0,730,0
8101,SuperB,4/8/2024,"1,075,000","1,365,250",0,0,753.5,0.04
8100,RBF,4/5/2024,"400,000","504,000",0,0,750,0.03
8099,RBF,4/5/2024,"275,288","355,122",0,0,693,0.05
8098,RBF,4/5/2024,"500,000","640,000","-548,071",0,677,0.08
8097,NTW,4/5/2024,"35,000","45,150",0,0,676,0.08
8096,RBF,4/5/2024,"150,000","192,000",0,0,671,0.08
8095,RBF,4/5/2024,"300,000","396,000",0,0,677,0.1
8094,RBF,4/4/2024,"300,000","396,000",0,"190,000",675.5,0.1
8093,SuperB,4/4/2024,"800,000","960,000",0,0,739,0.01
8091,RBF,4/4/2024,"300,000","390,000",0,0,821,0.1
8090,RBF,4/4/2024,"750,000","990,000",0,0,796,0.06
8089,RBF,4/3/2024,"250,000","325,000","-131,537",0,704,0.1
8088,RBF,4/3/2024,"500,000","630,000",0,0,721,0.03
8087,NTW,4/3/2024,"150,000","192,000",0,0,728,0.08
8086,RBF,4/3/2024,"750,000","967,500",0,0,762,0.05
8085,RBF,4/3/2024,"250,000","325,000",0,0,797,0.05
8084,SuperB,4/3/2024,"1,000,000","1,230,000",0,0,730,0.03
8083,SuperB,4/2/2024,"2,000,000","2,380,000",0,0,742,0.02
8082,RBF,4/2/2024,"250,000","335,000",0,0,669,0.1
8081,RBF,4/2/2024,"300,000","348,000",0,0,755,0.02
8080,RBF,4/2/2024,"250,000","307,500",0,0,714,0.03
8079,RBF,4/2/2024,"200,000","258,000",0,0,760,0.07
8078,RBF,4/2/2024,"500,000","610,000",0,0,673,0.06
8077,RBF,4/1/2024,"50,000","64,500","-2,779",0,744.5,0.07
8076,RBF,4/1/2024,"850,000","1,113,500",0,0,740.6666,0.06
8075,RBF,4/1/2024,"100,000","131,000",0,0,662,0.07
8074,SuperB,4/1/2024,"1,878,636","2,432,834","-2,104,322",0,797.5,0.01
8073,RBF,4/1/2024,"800,000","1,048,000",0,0,668.3333,0.07
8071,RBF,4/1/2024,"750,000","937,500",0,0,749,0.04
8070,RBF,3/29/2024,"350,000","465,500",0,0,830,0.1
8069,RBF,3/29/2024,"125,000","161,250","-17,597",0,801.5,0.07
8068,RBF,3/29/2024,"235,000","303,150",0,0,744.5,0.05
8067,RBF,3/29/2024,"200,000","258,000",0,0,745,0.05
8066,NTW,3/29/2024,"35,000","46,200",0,0,789.5,0.1
8065,RBF,3/29/2024,"75,000","102,000",0,0,630,0.1
8064,RBF,3/29/2024,"200,000","246,000",0,0,767,0.04
8063,RBF,3/29/2024,"350,000","451,500",0,0,682,0.05
8062,RBF,3/29/2024,"250,000","325,000",0,0,796.6666,0.05
8061,SuperB,3/29/2024,"3,613,520","4,679,508","-3,562,629",0,782.5,0.01
8060,RBF,3/29/2024,"420,000","541,800",0,0,741,0.08
8059,SuperB,3/29/2024,"1,000,000","1,270,000",0,0,737,0.04
8058,RBF,3/29/2024,"50,000","65,000",0,0,671,0.05
8057,NTW,3/29/2024,"30,000","38,700","-1,536",0,648,0.08
8056,RBF,3/29/2024,"300,000","375,000",0,0,760,0.03
8055,RBF,3/29/2024,"1,600,000","1,984,000",0,0,698,0.02
8054,RBF,3/28/2024,"743,500","936,810","-27,881",0,760,0.05
8053,RBF,3/28/2024,"300,000","378,000","-41,250",0,804,0.05
8052,RBF,3/28/2024,"150,000","190,500",0,"101,996",758,0.05
8051,SuperB,3/28/2024,"778,146","949,338",0,0,704,0.03
8050,RBF,3/28/2024,"125,000","161,250","-74,982",0,778,0.05
8049,RBF,3/28/2024,"250,000","322,500",0,0,771,0.07
8048,RBF,3/28/2024,"100,000","135,000",0,0,637,0.1
8047,SuperB,3/28/2024,"3,100,000","3,937,000",0,0,797.3333,0.015
8046,SuperB,3/28/2024,"2,510,000","3,187,700",0,0,826,0.015
8045,RBF,3/28/2024,"100,000","129,000",0,0,681,0.07
8044,RBF,3/28/2024,"100,000","124,000",0,0,741,0.04
8043,RBF,3/28/2024,"217,963","274,634",0,"123,149",693,0.03
8042,RBF,3/28/2024,"50,000","68,500",0,0,672,0.1
8041,RBF,3/28/2024,"500,000","652,500","-378,194",0,709,0.04
8040,SuperB,3/27/2024,"1,000,000","1,270,000",0,0,657.5,0.02
8039,RBF,3/27/2024,"250,000","285,000",0,0,806,0.04
8038,RBF,3/27/2024,"150,000","198,000",0,0,676,0.08
8037,SuperB,3/27/2024,"1,400,000","1,722,000",0,0,755,0.01
8036,RBF,3/27/2024,"150,000","175,500",0,0,672,0.03
8035,SuperB,3/27/2024,"1,000,000","1,195,000",0,0,793,0.02
8034,RBF,3/26/2024,"100,000","115,000",0,0,693,0.04
8033,RBF,3/26/2024,"500,000","650,000",0,0,796.6666,0.05
8032,SuperB,3/26/2024,"2,250,000","2,846,250","-1,671,239",0,715,0.03
8031,NTW,3/26/2024,"100,000","129,000","-29,434",0,670,0.07
8030,RBF,3/26/2024,"182,279","242,431",0,0,619,0.05
8029,RBF,3/26/2024,"525,000","656,250","-152,242",0,691,0.02
8028,RBF,3/26/2024,"255,000","326,400",0,0,656,0.05
8027,RBF,3/25/2024,"150,000","190,500","-18,143",0,678.5,0.07
8026,SuperB,3/25/2024,"1,250,000","1,487,500",0,0,773,0.01
8025,RBF,3/25/2024,"150,000","196,500",0,0,693,0.07
8024,RBF,3/25/2024,"1,200,000","1,560,000",0,0,773,0.04
8023,SuperB,3/22/2024,"2,000,000","2,340,000",0,0,768,0.01
8022,RBF,3/22/2024,"200,000","264,000","-24,190",0,686,0.1
8021,RBF,3/21/2024,"500,000","665,000",0,0,765,0.06
8020,RBF,3/21/2024,"750,000","937,500",0,0,739,0.04
8019,RBF,3/21/2024,"300,000","384,000",0,0,765.5,0.06
8018,RBF,3/21/2024,"1,200,000","1,572,000",0,"729,870",636,0.05
8017,SuperB,3/21/2024,"1,500,000","2,010,000",0,0,715,0.03
8016,RBF,3/21/2024,"800,000","1,056,000","-89,762",0,700,0.06
8015,SuperB,3/21/2024,"250,000","285,000",0,0,723,0
8014,SuperB,3/21/2024,"250,000","285,000",0,0,723,0
8013,RBF,3/20/2024,"615,000","781,050",0,0,790,0.03
8012,RBF,3/20/2024,"1,200,000","1,524,000",0,0,768,0.04
8011,RBF,3/20/2024,"153,061","198,980",0,0,722,0.08
8010,RBF,3/20/2024,"500,000","665,000","-646,083",0,673,0.05
8009,RBF,3/20/2024,"17,000","24,650",0,"3,618",617,0
8008,SuperB,3/19/2024,"1,000,000","1,220,000",0,0,774.5,0.03
8007,RBF,3/19/2024,"300,000","375,000",0,0,741,0.05
8006,RBF,3/19/2024,"500,000","625,000","-170,455",0,759,0.04
8005,RBF,3/19/2024,"350,000","407,750",0,0,750,0.03
8004,RBF,3/19/2024,"500,000","655,000",0,0,704,0.06
8003,RBF,3/19/2024,"200,000","258,000","-160,000",0,761,0.05
8001,RBF,3/19/2024,"750,000","1,005,000",0,0,756.3333,0.08
8000,RBF,3/18/2024,"750,000","975,000",0,"343,750",711,0.05
7999,SuperB,3/18/2024,"250,000","285,000",0,0,723,0
7998,SuperB,3/18/2024,"250,000","285,000",0,0,723,0
7997,SuperB,3/18/2024,"1,000,000","1,240,000",0,"889,587",682.5,0.03
7996,RBF,3/18/2024,"200,000","252,000",0,0,720,0.06
7995,SuperB,3/18/2024,"500,000","662,500",0,0,711,0.03
7993,RBF,3/18/2024,"400,000","536,000",0,"361,714",695,0.05
7992,RBF,3/15/2024,"750,000","960,000",0,0,748,0.02
7991,RBF,3/15/2024,"100,000","121,000",0,0,728,0.02
7990,RBF,3/15/2024,"200,000","258,000",0,"92,500",758,0.06
7989,RBF,3/15/2024,"450,000","580,500","-23,036",0,740,0.07
7988,RBF,3/15/2024,"350,000","462,000",0,0,697.5,0.08
7986,SuperB,3/15/2024,"1,100,000","1,474,000",0,0,766,0.03
7984,RBF,3/15/2024,"500,000","635,000",0,0,729,0.04
7983,NTW,3/15/2024,"41,250","54,863",0,0,695,0.1
7982,RBF,3/15/2024,"400,000","524,000","-311,905",0,740,0.06
7981,NTW,3/15/2024,"50,000","66,500",0,0,640,0.05
7980,RBF,3/14/2024,"50,000","64,500",0,0,771,0.01
7979,SuperB,3/14/2024,"1,250,000","1,562,500",0,0,760,0.02
7978,RBF,3/14/2024,"200,000","262,000",0,0,672,0.03
7977,SuperB,3/14/2024,"1,950,000","2,476,500","-343,958",0,798,0.03
7976,RBF,3/14/2024,"175,000","222,250",0,0,769,0.05
7975,RBF,3/14/2024,"125,000","171,250",0,"54,324",731.5,0.1
7974,SuperB,3/13/2024,"2,000,000","2,460,000",0,0,676,0.04
7973,RBF,3/13/2024,"250,000","292,500",0,0,743,0.02
7972,RBF,3/13/2024,"400,000","528,000",0,0,729,0.1
7971,RBF,3/12/2024,"225,000","290,250",0,0,782,0.06
7970,RBF,3/12/2024,"145,000","178,350",0,0,751,0.02
7969,SuperB,3/12/2024,"2,500,000","3,175,000",0,0,713.5,0.04
7968,NTW,3/12/2024,"85,000","113,050","-23,687",0,669,0.1
7967,RBF,3/12/2024,"100,000","126,000",0,"65,200",694,0.07
7966,RBF,3/12/2024,"500,000","650,000",0,0,754,0.08
7965,SuperB,3/11/2024,"1,600,000","1,968,000",0,0,763,0.015
7964,SuperB,3/11/2024,"200,000","228,000",0,0,723,0
7963,RBF,3/11/2024,"125,000","168,750",0,0,619,0.11
7961,RBF,3/11/2024,"200,000","250,000",0,0,712,0.04
7960,RBF,3/11/2024,"200,000","264,000",0,0,746,0.1
7959,NTW,3/11/2024,"100,000","136,000",0,0,748,0.1
7958,RBF,3/11/2024,"300,000","366,000",0,0,759,0.02
7957,NTW,3/8/2024,"75,000","96,750",0,0,676,0.08
7956,SuperB,3/8/2024,"750,000","960,000",0,0,718,0.05
7955,RBF,3/8/2024,"300,000","378,000",0,0,769.3333,0.04
7954,SuperB,3/8/2024,"250,000","285,000",0,0,723,0
7952,RBF,3/8/2024,"200,000","258,000",0,"125,003",716,0.08
7951,RBF,3/8/2024,"150,000","183,000",0,0,667,0.01
7950,RBF,3/8/2024,"500,000","665,000",0,0,675,0.08
7949,RBF,3/7/2024,"120,000","164,400",0,0,671,0.1
7948,RBF,3/7/2024,"735,000","926,100",0,0,623,0.04
7947,RBF,3/7/2024,"400,000","488,000",0,0,761,0.03
7946,RBF,3/7/2024,"150,000","202,500",0,0,737,0.1
7945,RBF,3/7/2024,"100,000","118,000",0,0,753.5,0.01
7944,RBF,3/7/2024,"250,000","320,000",0,"133,962",697,0.04
7943,SuperB,3/7/2024,"1,000,000","1,290,000",0,0,639,0.03
7942,NTW,3/6/2024,"100,000","135,000",0,"67,857",738,0.1
7941,RBF,3/6/2024,"300,000","390,000",0,0,697,0.1
7940,SuperB,3/6/2024,"3,500,000","4,270,000",0,0,702,0.01
7939,SuperB,3/6/2024,"250,000","285,000",0,0,723,0
7938,RBF,3/6/2024,"983,000","1,297,560",0,0,671,0.05
7937,RBF,3/6/2024,"500,000","630,000",0,0,672.5,0.01
7936,RBF,3/6/2024,"650,000","793,000",0,"390,387",697,0.05
7935,RBF,3/5/2024,"400,000","512,000",0,0,690,0.04
7934,SuperB,3/5/2024,"1,000,000","1,230,000",0,0,703,0.03
7933,NTW,3/4/2024,"40,000","53,200",0,0,669,0.1
7932,RBF,3/4/2024,"500,000","660,000",0,0,761.5,0.08
7931,SuperB,3/4/2024,"315,000","374,850",0,0,672,0.03
7930,SuperB,3/4/2024,"1,000,000","1,180,000",0,0,744,0.03
7929,SuperB,3/1/2024,"1,000,000","1,260,000","-35,000",0,756,0.04
7928,SuperB,3/1/2024,"1,000,000","1,320,000",0,0,754,0.06
7927,SuperB,3/1/2024,"575,000","667,000",0,0,719.5,0.04
7925,RBF,3/1/2024,"250,000","325,000",0,0,728,0.1
7924,SuperB,3/1/2024,"1,000,000","1,280,000",0,0,714,0.05
7923,RBF,3/1/2024,"100,000","132,000",0,0,679,0.08
7922,RBF,3/1/2024,"300,000","390,000",0,0,692,0.08
7920,RBF,3/1/2024,"250,000","325,000",0,0,659,0.06
7919,RBF,3/1/2024,"150,000","201,000",0,0,618,0.1
7918,RBF,3/1/2024,"400,000","502,000",0,0,673,0.03
7917,RBF,3/1/2024,"1,000,000","1,325,000","-208,333",0,588,0.03
7916,RBF,2/29/2024,"75,000","98,250",0,0,707,0.06
7915,SuperB,2/29/2024,"511,000","638,750",0,0,737,0.04
7914,RBF,2/29/2024,"250,000","327,500",0,0,748,0.05
7913,RBF,2/29/2024,"750,000","990,000",0,"644,238",633,0.05
7912,SuperB,2/29/2024,"2,250,000","2,655,000","-213,393",0,741,0.01
7910,RBF,2/29/2024,"125,000","152,500",0,0,700,0.02
7909,RBF,2/29/2024,"500,000","660,000",0,0,793.6666,0.08
7908,SuperB,2/29/2024,"800,000","992,000",0,0,723,0.01
7907,RBF,2/28/2024,"300,000","375,000",0,0,741.5,0.05
7906,RBF,2/28/2024,"1,000,000","1,320,000","-785,715",0,712,0.05
7905,RBF,2/28/2024,"150,000","204,000","-54,733",0,705,0.1
7904,SuperB,2/28/2024,"1,500,000","1,950,000","-1,116,715",0,697,0.05
7903,RBF,2/28/2024,"501,000","641,280",0,0,788,0.06
7902,NTW,2/28/2024,"150,000","193,500","-61,429",0,680,0.06
7900,SuperB,2/28/2024,"250,000","292,500",0,0,791,0
7899,SuperB,2/28/2024,"1,000,000","1,290,000",0,0,622,0.03
7898,NTW,2/28/2024,"100,000","134,000",0,0,665,0.1
7897,RBF,2/28/2024,"200,000","268,000","-72,405",0,657,0.08
7896,RBF,2/27/2024,"400,000","528,000",0,0,761.5,0.07
7895,RBF,2/27/2024,"250,000","310,000",0,0,766,0.03
7893,SuperB,2/27/2024,"1,000,000","1,350,000","-1,062,107",0,793,0.01
7892,SuperB,2/27/2024,"1,250,000","1,687,500","-1,341,750",0,787.5,0.01
7891,RBF,2/27/2024,"1,250,000","1,637,500",0,0,763,0.05
7890,SuperB,2/27/2024,"1,505,000","1,866,200",0,0,725,0.02
7889,RBF,2/27/2024,"525,000","651,000",0,0,760.5,0.03
7888,RBF,2/27/2024,"500,000","640,000","-57,143",0,679.5,0.04
7887,RBF,2/26/2024,"400,000","500,000","-245,314",0,680,0.03
7886,RBF,2/26/2024,"260,000","330,200",0,0,734,0.05
7885,RBF,2/26/2024,"150,000","187,500",0,0,733,0.055
7884,NTW,2/26/2024,"150,000","183,000","-27,694",0,717,0.03
7882,NTW,2/23/2024,"100,000","126,000",0,0,764,0.06
7881,RBF,2/23/2024,"275,000","357,500","-7,093",0,721,0.07
7880,RBF,2/23/2024,"750,000","960,000",0,0,703.5,0.05
7879,SuperB,2/23/2024,"1,900,000","2,451,000",0,0,684.5,0.04
7878,RBF,2/23/2024,"1,000,000","1,310,000",0,0,732,0.05
7877,SuperB,2/23/2024,"1,700,000","2,023,000",0,0,740,0.02
7876,RBF,2/22/2024,"250,000","280,000",0,0,784,0.02
7875,RBF,2/22/2024,"150,000","201,000",0,0,685,0.1
7874,RBF,2/22/2024,"650,000","832,000","-390,573",0,773,0.04
7873,RBF,2/22/2024,"250,000","305,000",0,0,745,0.01
7872,SuperB,2/21/2024,"2,325,000","2,813,250",0,0,757,0.01
7871,SuperB,2/21/2024,"375,000","461,250",0,0,746,0.05
7870,RBF,2/21/2024,"450,000","594,000","-254,863",0,719,0.06
7869,RBF,2/21/2024,"300,000","402,000","-7,976",0,709,0.09
7868,RBF,2/20/2024,"230,000","292,100",0,0,662,0.05
7867,NTW,2/20/2024,"125,000","170,000",0,0,649,0.1
7866,RBF,2/20/2024,"501,000","631,260",0,0,752,0.02
7865,RBF,2/20/2024,"222,000","277,500",0,0,666,0.02
7864,SuperB,2/20/2024,"1,050,000","1,386,000","-541,000",0,660,0.04
7863,RBF,2/20/2024,"1,000,000","1,310,000","-445,254",0,630,0.05
7862,RBF,2/20/2024,"500,000","660,000",0,0,796,0.05
7861,RBF,2/16/2024,"450,000","567,000",0,0,712,0.04
7860,RBF,2/16/2024,"250,000","312,500",0,0,776,0.05
7859,RBF,2/16/2024,"450,000","594,000",0,0,757,0.07
7858,RBF,2/16/2024,"300,000","375,000",0,0,738,0.05
7857,RBF,2/16/2024,"500,000","625,000",0,0,725,0.03
7856,RBF,2/15/2024,"350,000","465,500",0,0,644,0.08
7855,RBF,2/15/2024,"250,000","302,500","-6,002",0,754,0.01
7854,SuperB,2/15/2024,"1,000,000","1,220,000",0,0,774.5,0.03
7853,SuperB,2/15/2024,"501,000","691,380",0,"155,310",739.5,0.08
7852,SuperB,2/15/2024,"2,510,000","2,961,800","-418,315",0,737,0.015
7851,RBF,2/15/2024,"200,000","264,000","-121,293",0,782,0.05
7850,RBF,2/15/2024,"150,000","195,000",0,0,786,0.08
7848,RBF,2/14/2024,"60,000","77,400",0,0,718,0.04
7847,RBF,2/14/2024,"470,000","592,200",0,0,769,0.07
7846,RBF,2/14/2024,"365,000","467,200",0,0,719,0.04
7845,SuperB,2/14/2024,"2,000,000","2,400,000","-137,692",0,701,0.02
7844,SuperB,2/14/2024,"1,000,000","1,240,000",0,0,663.5,0.04
7843,RBF,2/14/2024,"1,500,000","1,890,000",0,0,761,0.02
7842,RBF,2/14/2024,"150,000","202,500","-16,071",0,720,0.1
7841,RBF,2/14/2024,"650,000","858,000","-459,787",0,783,0.08
7840,RBF,2/13/2024,"50,000","63,500",0,0,726,0.05
7839,SuperB,2/13/2024,"200,000","234,000",0,0,692,0
7838,RBF,2/13/2024,"150,000","189,750",0,"116,116",641,0.045
7837,RBF,2/13/2024,"250,000","332,500",0,"162,916",645,0.08
7836,RBF,2/13/2024,"1,300,000","1,703,000",0,0,735,0.04
7834,SuperB,2/12/2024,"1,000,000","1,290,000","-577,725",0,672.5,0.05
7833,RBF,2/12/2024,"300,000","396,000",0,0,739,0.07
7832,RBF,2/12/2024,"200,000","260,000",0,0,702,0.07
7831,RBF,2/12/2024,"150,000","199,500",0,0,807,0.08
7830,SuperB,2/12/2024,"2,000,000","2,660,000",0,0,807,0.03
7829,RBF,2/12/2024,"200,000","252,000",0,"148,500",640,0.04
7828,RBF,2/9/2024,"350,000","448,000",0,0,681,0.06
7827,RBF,2/9/2024,"150,000","193,500",0,0,653.3333,0.06
7826,RBF,2/9/2024,"150,000","202,500",0,0,623,0.1
7825,RBF,2/9/2024,"245,000","313,600",0,0,677,0.05
7824,RBF,2/9/2024,"325,000","432,250",0,"116,847",748,0.1
7823,SuperB,2/8/2024,"2,000,000","2,280,000",0,0,714,0
7822,RBF,2/8/2024,"150,000","186,000",0,0,648.5,0.04
7821,RBF,2/8/2024,"125,000","156,250",0,0,768.3333,0.04
7820,RBF,2/8/2024,"50,000","67,500",0,0,687,0.1
7819,SuperB,2/8/2024,"2,000,000","2,590,000",0,0,726,0.035
7818,RBF,2/7/2024,"350,000","462,000",0,0,640,0.08
7817,RBF,2/7/2024,"1,050,000","1,417,500","-1,180,250",0,668,0.07
7816,SuperB,2/7/2024,"2,000,000","2,560,000",0,"1,771,029",706,0.04
7815,SuperB,2/7/2024,"1,000,000","1,260,000",0,0,748,0.04
7814,SuperB,2/7/2024,"750,000","945,000","-630,000",0,679,0.01
7813,RBF,2/6/2024,"633,409","810,764","-585,763",0,735,0.04
7812,RBF,2/6/2024,"150,000","193,500",0,0,766,0.08
7811,SuperB,2/6/2024,"1,000,000","1,210,000",0,0,782.5,0.03
7810,SuperB,2/6/2024,"700,000","868,000",0,0,756,0.04
7809,SuperB,2/6/2024,"750,000","960,000",0,0,761,0.05
7808,RBF,2/6/2024,"50,000","59,500",0,0,758,0.07
7807,RBF,2/6/2024,"500,000","660,000",0,0,784,0.08
7806,RBF,2/5/2024,"500,000","665,000",0,0,734,0.08
7805,RBF,2/5/2024,"60,000","76,800",0,0,753,0.06
7804,RBF,2/5/2024,"250,000","316,000",0,0,735,0.06
7803,RBF,2/5/2024,"518,000","621,600",0,0,661,0.01
7802,RBF,2/5/2024,"300,000","387,000","-186,572",0,710,0.07
7801,RBF,2/5/2024,"300,000","366,000",0,0,726,0.03
7800,RBF,2/5/2024,"50,000","65,500",0,0,642,0.07
7799,RBF,2/5/2024,"100,000","129,000",0,0,710,0.06
7798,SuperB,2/5/2024,"1,700,000","2,193,000",0,0,752,0.04
7797,RBF,2/2/2024,"150,000","190,500","-5,292",0,715,0.07
7796,SuperB,2/2/2024,"1,000,000","1,220,000",0,0,752,0.02
7795,SuperB,2/2/2024,"150,000","180,000",0,0,704,0.02
7794,RBF,2/2/2024,"200,000","264,000",0,0,738,0.08
7793,RBF,2/1/2024,"300,000","393,000",0,0,740,0.09
7792,RBF,2/1/2024,"300,000","381,000",0,0,727,0.03
7791,RBF,2/1/2024,"195,031","245,738",0,0,760,0.02
7790,RBF,1/31/2024,"825,000","1,089,000",0,0,706.5,0.05
7789,SuperB,1/31/2024,"2,000,000","2,480,000",0,"1,495,937",692.5,0.03
7788,SuperB,1/31/2024,"1,500,000","1,890,000",0,"648,750",745,0.02
7787,SuperB,1/31/2024,"1,000,000","1,240,000",0,0,784,0.03
7786,RBF,1/31/2024,"800,000","1,096,000",0,0,776,0.1
7785,RBF,1/31/2024,"150,000","210,000",0,0,696,0.06
7784,SuperB,1/31/2024,"1,500,000","1,830,000",0,0,728,0.03
7783,RBF,1/31/2024,"300,000","384,000",0,0,721,0.06
7782,SuperB,1/30/2024,"550,000","698,500",0,"258,958",726,0.05
7781,SuperB,1/30/2024,"2,777,778","3,625,000",0,0,725,0.03
7780,RBF,1/30/2024,"1,250,000","1,650,000",0,"475,438",643,0.04
7779,RBF,1/30/2024,"750,000","975,000",0,0,764,0.06
7778,NTW,1/30/2024,"100,467","132,617",0,0,732,0.08
7777,NTW,1/30/2024,"70,000","92,400",0,0,694,0.1
7776,RBF,1/30/2024,"226,910","276,830",0,0,709,0.02
7775,SuperB,1/30/2024,"250,000","312,500",0,0,759,0.05
7773,RBF,1/30/2024,"975,000","1,238,250",0,0,732,0.03
7772,SuperB,1/30/2024,"2,080,000","2,600,000","-2,058,333",0,794,0.01
7771,RBF,1/30/2024,"250,000","300,000",0,0,614,0.05
7770,NTW,1/29/2024,"94,000","125,020",0,0,710,0.08
7769,SuperB,1/29/2024,"2,025,000","2,612,250",0,0,627,0.03
7768,RBF,1/29/2024,"165,000","211,200",0,0,609,0.05
7767,RBF,1/29/2024,"1,000,000","1,260,000",0,0,766,0.03
7766,RBF,1/29/2024,"730,000","912,500",0,0,741,0.01
7765,RBF,1/29/2024,"250,000","302,500",0,0,713,0.01
7764,SuperB,1/29/2024,"1,600,000","1,968,000",0,0,748,0.03
7763,RBF,1/29/2024,"700,000","924,000",0,0,725,0.06
7762,RBF,1/29/2024,"300,000","357,000",0,0,671,0.03
7761,RBF,1/29/2024,"50,000","60,000",0,0,744,0.03
7760,RBF,1/26/2024,"250,000","327,500",0,0,662,0.07
7759,RBF,1/26/2024,"500,000","560,000",0,0,764,0.02
7758,SuperB,1/26/2024,"900,000","1,143,000",0,0,741,0.05
7757,SuperB,1/26/2024,"1,900,000","2,337,000",0,0,777,0.01
7756,SuperB,1/26/2024,"600,000","714,000",0,0,776,0.03
7755,RBF,1/25/2024,"100,000","133,000","-42,750",0,758,0.06
7754,SuperB,1/25/2024,"1,000,000","1,290,000",0,0,712,0.04
7753,SuperB,1/25/2024,"1,150,000","1,437,500",0,0,774,0.04
7752,RBF,1/25/2024,"400,000","500,000",0,0,759,0.04
7751,RBF,1/25/2024,"200,000","258,000",0,0,727.3333,0.08
7750,RBF,1/25/2024,"600,000","816,000",0,0,760,0.04
7749,SuperB,1/24/2024,"1,000,000","1,260,000",0,0,753.5,0.04
7747,RBF,1/24/2024,"1,500,000","1,890,000",0,0,754,0.04
7746,SuperB,1/23/2024,"2,000,000","2,600,000","-697,619",0,757,0.05
7745,RBF,1/23/2024,"400,000","496,000",0,0,770,0.01
7744,SuperB,1/23/2024,"1,500,000","1,800,000",0,0,751,0.02
7743,RBF,1/23/2024,"40,000","52,800",0,0,632,0.08
7742,RBF,1/23/2024,"350,000","420,000",0,0,689,0.02
7741,RBF,1/23/2024,"300,000","360,000",0,0,698,0.02
7740,RBF,1/23/2024,"200,000","250,000",0,0,650,0.04
7739,SuperB,1/22/2024,"800,000","968,000",0,0,772.3333,0.02
7738,RBF,1/22/2024,"350,000","416,500",0,0,815,0.04
7737,SuperB,1/22/2024,"2,350,000","2,996,250",0,"1,948,717",706,0.035
7736,RBF,1/19/2024,"1,000,000","1,320,000",0,0,755,0.05
7735,SuperB,1/19/2024,"1,350,000","1,701,000",0,0,700,0.04
7734,RBF,1/19/2024,"150,000","199,500",0,0,787.5,0.05
7733,NTW,1/19/2024,"150,000","193,500",0,0,804,0.03
7732,RBF,1/19/2024,"100,000","134,000",0,"80,857",721,0.1
7731,RBF,1/19/2024,"600,000","708,000",0,0,813,0.04
7730,RBF,1/19/2024,"250,000","307,500",0,0,728,0.02
7729,RBF,1/19/2024,"150,000","187,500",0,0,770,0.05
7727,RBF,1/19/2024,"90,000","116,100",0,0,674,0.06
7726,SuperB,1/18/2024,"3,300,000","4,224,000","-2,551,136",0,660,0.04
7725,RBF,1/18/2024,"450,000","594,000",0,"124,714",683,0.08
7724,RBF,1/18/2024,"500,000","650,000","-258,458",0,720,0.08
7723,RBF,1/18/2024,"170,000","222,700",0,0,684,0.07
7722,RBF,1/18/2024,"300,000","375,000",0,0,751,0.05
7721,RBF,1/18/2024,"100,000","134,000",0,"82,984",721,0.1
7720,RBF,1/17/2024,"750,000","847,500",0,0,682,0.01
7719,RBF,1/17/2024,"400,000","488,000",0,0,730,0
7718,RBF,1/17/2024,"500,000","650,000",0,0,739,0.07
7717,RBF,1/17/2024,"300,000","375,000","-158,031",0,780,0.05
7716,RBF,1/16/2024,"1,250,000","1,650,000",0,0,739,0.05
7715,NTW,1/16/2024,"150,000","196,500",0,0,626.5,0.05
